category,cluster,precision
art,cluster 63,0.23880597014925373
movies_and_television,cluster 49,0.13602941176470587
web_development_and_sites,cluster 32,0.21052631578947367
politics,cluster 31,0.3445378151260504
sports,cluster 63,0.10552763819095477
technology,cluster 32,0.1547911547911548
educational,cluster 32,0.13513513513513514
school_and_education,cluster 63,0.16981132075471697
travel,cluster 63,0.12
music_and_entertainment,cluster 63,0.2329192546583851
the_environment,cluster 12,0.20408163265306123
religion,cluster 30,0.2813688212927757
health,cluster 31,0.29545454545454547
citizen_journalism,cluster 8,0.08396946564885496
personal_or_auto-biographical,cluster 1,0.09803921568627451
food_and_drink,cluster 37,0.11538461538461539
conferences_and_other_events,cluster 32,0.14864864864864866
gaming,cluster 63,0.16363636363636364
literature,cluster 38,0.3855421686746988
business,cluster 31,0.11627906976744186
the_mainstream_media,cluster 20,0.19101123595505617
autos_and_vehicles,cluster 20,0.5714285714285714
comedy,cluster 63,0.1780821917808219
default_category,cluster 63,0.08885542168674698
videoblogging,cluster 63,0.09465020576131687
documentary,cluster 63,0.10091743119266056
