category,cluster,precision
art,cluster 58,0.23880597014925373
autos_and_vehicles,cluster 15,0.5714285714285714
business,cluster 30,0.11627906976744186
citizen_journalism,cluster 31,0.10687022900763359
comedy,cluster 58,0.1780821917808219
conferences_and_other_events,cluster 28,0.14864864864864866
default_category,cluster 58,0.08885542168674698
documentary,cluster 58,0.10091743119266056
educational,cluster 28,0.13513513513513514
food_and_drink,cluster 47,0.11538461538461539
gaming,cluster 58,0.16363636363636364
health,cluster 30,0.29545454545454547
literature,cluster 33,0.3855421686746988
movies_and_television,cluster 21,0.13602941176470587
music_and_entertainment,cluster 58,0.2329192546583851
personal_or_auto-biographical,cluster 25,0.11764705882352941
politics,cluster 30,0.3445378151260504
religion,cluster 32,0.2813688212927757
school_and_education,cluster 58,0.16981132075471697
sports,cluster 58,0.10552763819095477
technology,cluster 28,0.1547911547911548
the_environment,cluster 7,0.20408163265306123
the_mainstream_media,cluster 15,0.19101123595505617
travel,cluster 58,0.12
videoblogging,cluster 58,0.09465020576131687
web_development_and_sites,cluster 28,0.21052631578947367
